id,listKey,name,nameEn,blurb,blurbEn,lat,lon,country,isoCountryCode,sortIdx
"nationalparks-de:Q704124","nationalparks-de","Nationalpark Bayerischer Wald","Bavarian Forest National Park","Nationalpark in Bayern, Deutschland","national park in Bavaria, Germany","48.96667","13.38333","","DE","0"
"nationalparks-de:Q702489","nationalparks-de","Nationalpark Berchtesgaden","Berchtesgaden National Park","Nationalpark in Bayern, Deutschland","national park in Bavaria, Germany","47.57000","12.96000","","DE","0"
"nationalparks-de:Q705097","nationalparks-de","Nationalpark Eifel","Eifel National Park","Nationalpark in Nordrhein-Westfalen, Deutschland","national park in North Rhine-Westphalia, Germany","50.61670","6.43333","","DE","0"
"nationalparks-de:Q702528","nationalparks-de","Nationalpark Hainich","Hainich National Park","Nationalpark in Thüringen, Deutschland","national park in Thuringia, Germany","51.09670","10.39080","","DE","0"
"nationalparks-de:Q686539","nationalparks-de","Nationalpark Hamburgisches Wattenmeer","Hamburg Wadden Sea National Park","Nationalpark in Deutschland","national park in Germany","53.92111","8.50056","","DE","0"
"nationalparks-de:Q702540","nationalparks-de","Nationalpark Harz","Harz National Park","Waldnationalpark in Deutschland","national park of Germany","51.78330","10.56670","","DE","0"
"nationalparks-de:Q17393446","nationalparks-de","Nationalpark Hunsrück-Hochwald","Hunsrück-Hochwald National Park","Nationalpark in Rheinland-Pfalz und Saarland","national park in Rhineland-Palatinate and Saarland, Germany","49.70574","7.10370","","DE","0"
"nationalparks-de:Q679173","nationalparks-de","Nationalpark Jasmund","Jasmund National Park","Nationalpark in Deutschland","national park in Germany","54.55000","13.65000","","DE","0"
"nationalparks-de:Q695880","nationalparks-de","Nationalpark Kellerwald-Edersee","Kellerwald-Edersee National Park","Nationalpark in Hessen, Deutschland","national park in Hesse, Germany","51.16670","9.00000","","DE","0"
"nationalparks-de:Q702495","nationalparks-de","Nationalpark Müritz","Müritz National Park","Nationalpark in Mecklenburg-Vorpommern, Deutschland","national park in Mecklenburg-Vorpommern, Germany","53.43640","12.83670","","DE","0"
"nationalparks-de:Q661217","nationalparks-de","Nationalpark Niedersächsisches Wattenmeer","Lower Saxon Wadden Sea National Park","deutscher Nationalpark in Niedersachsen","German national park in Lower Saxony","53.70000","7.33333","","DE","0"
"nationalparks-de:Q702566","nationalparks-de","Nationalpark Sächsische Schweiz","Saxon Switzerland National Park","Nationalpark in Sachsen, Deutschland","national park in Saxony, Germany","50.91420","14.27840","","DE","0"
"nationalparks-de:Q706721","nationalparks-de","Nationalpark Schleswig-Holsteinisches Wattenmeer","Schleswig-Holstein Wadden Sea National Park","Nationalpark in Deutschland","national park in Germany","54.45630","8.64641","","DE","0"
"nationalparks-de:Q1968948","nationalparks-de","Nationalpark Schwarzwald","Black Forest National Park","Nationalpark in Baden-Württemberg, Deutschland","national park in Baden-Württemberg, Germany","48.56111","8.22139","","DE","0"
"nationalparks-de:Q701525","nationalparks-de","Nationalpark Unteres Odertal","Lower Oder Valley National Park","Nationalpark in Brandenburg, Deutschland","national park in Brandenburg, Germany","53.04720","14.29610","","DE","0"
"nationalparks-de:Q708477","nationalparks-de","Nationalpark Vorpommersche Boddenlandschaft","Western Pomerania Lagoon Area National Park","Nationalpark in Mecklenburg-Vorpommern, Deutschland","national park in Mecklenburg-Vorpommern, Germany","54.43333","12.90000","","DE","0"
"nationalparks-us:Q337396","nationalparks-us","Acadia-Nationalpark","Acadia National Park","Nationalpark im US-Bundesstaat Maine","national park in the US state of Maine","44.35000","-68.21667","","US","0"
"nationalparks-us:Q223969","nationalparks-us","Arches-Nationalpark","Arches National Park","Nationalpark in den Vereinigten Staaten","national park in Grand County, Utah, United States","38.72806","-109.54000","","US","0"
"nationalparks-us:Q306216","nationalparks-us","Badlands-Nationalpark","Badlands National Park","Nationalpark im US-Bundesstaat South Dakota","national park in South Dakota, United States","43.75000","-102.50000","","US","0"
"nationalparks-us:Q1427197","nationalparks-us","Big-Bend-Nationalpark","Big Bend National Park","Nationalpark in den Vereinigten Staaten","U.S. national park located in Southern Texas, bordering Mexico","29.25000","-103.25000","","US","0"
"nationalparks-us:Q866080","nationalparks-us","Biscayne-Nationalpark","Biscayne National Park","Nationalpark in den Vereinigten Staaten","180,000 acres of mostly waterways, in Florida (US), managed by the National Park Service","25.50185","-80.18097","","US","0"
"nationalparks-us:Q305880","nationalparks-us","Black-Canyon-of-the-Gunnison-Nationalpark","Black Canyon of the Gunnison National Park","Nationalpark in den Vereinigten Staaten","national park in Montrose County, Colorado, United States","38.58000","-107.72750","","US","0"
"nationalparks-us:Q219562","nationalparks-us","Bryce-Canyon-Nationalpark","Bryce Canyon National Park","Nationalpark in den Vereinigten Staaten","national park in Garfield and Kane counties in Utah, United States","37.64000","-112.17000","","US","0"
"nationalparks-us:Q541856","nationalparks-us","Canyonlands-Nationalpark","Canyonlands National Park","Nationalpark in den Vereinigten Staaten","U.S. National Park located in southeastern Utah near the town of Moab","38.16690","-109.76000","","US","0"
"nationalparks-us:Q129902","nationalparks-us","Capitol-Reef-Nationalpark","Capitol Reef National Park","Nationalpark in den Vereinigten Staaten","national park in Wayne and Garfield counties in Utah, United State","38.20000","-111.16700","","US","0"
"nationalparks-us:Q273195","nationalparks-us","Carlsbad-Caverns-Nationalpark","Carlsbad Caverns National Park","Nationalpark in New Mexico, USA","United States National Park in the Guadalupe Mountains in southeastern New Mexico","32.17528","-104.44389","","US","0"
"nationalparks-us:Q306193","nationalparks-us","Channel-Islands-Nationalpark","Channel Islands National Park","Nationalpark in den Vereinigten Staaten","national park of the United States","33.66000","-119.64000","","US","0"
"nationalparks-us:Q175688","nationalparks-us","Congaree-Nationalpark","Congaree National Park","Nationalpark in den Vereinigten Staaten","national park located in South Carolina","33.78333","-80.78333","","US","0"
"nationalparks-us:Q239304","nationalparks-us","Crater-Lake-Nationalpark","Crater Lake National Park","Nationalpark in den Vereinigten Staaten","national park in Klamath, Douglas, and Jackson counties in Oregon, United States","42.91194","-122.14806","","US","0"
"nationalparks-us:Q152820","nationalparks-us","Cuyahoga-Valley-Nationalpark","Cuyahoga Valley National Park","Nationalpark in den Vereinigten Staaten","national park in Ohio, United States","41.24167","-81.54972","","US","0"
"nationalparks-us:Q242111","nationalparks-us","Death-Valley-Nationalpark","Death Valley National Park","Nationalpark in den Vereinigten Staaten","national park in California and Nevada in the United States","36.45000","-116.85000","","US","0"
"nationalparks-us:Q217136","nationalparks-us","Denali-Nationalpark","Denali National Park and Preserve","Nationalpark in Zentralalaska","national park and preserve in Alaska, USA","63.20000","-150.30000","","US","0"
"nationalparks-us:Q1143655","nationalparks-us","Dry-Tortugas-Nationalpark","Dry Tortugas National Park","Nationalpark in den Vereinigten Staaten","64,657 acres in Florida (US) managed by the National Park Service","24.62861","-82.87333","","US","0"
"nationalparks-us:Q274131","nationalparks-us","Everglades-Nationalpark","Everglades National Park","Nationalpark in den Vereinigten Staaten","one-and-a-half million acres in Florida (US) managed by the National Park Service","25.31250","-80.68750","","US","0"
"nationalparks-us:Q605657","nationalparks-us","Gates-of-the-Arctic-Nationalpark","Gates of the Arctic National Park and Preserve","Nationalpark in den Vereinigten Staaten","national park of the United States","67.78330","-153.30000","","US","0"
"nationalparks-us:Q45234","nationalparks-us","Gateway Arch National Park","","US Nationalpark in St. Louis, MO","American National Park in St. Louis, Missouri","38.62460","-90.18500","","US","0"
"nationalparks-us:Q261577","nationalparks-us","Glacier-Bay-Nationalpark","Glacier Bay National Park and Preserve","Nationalpark in den Vereinigten Staaten","national park of the United States","58.70000","-137.00000","","US","0"
"nationalparks-us:Q373567","nationalparks-us","Glacier-Nationalpark","Glacier National Park","Nationalpark in Montana, USA","national park in Flathead and Glacier counties in Montana, United States","48.75500","-113.80000","","US","0"
"nationalparks-us:Q220289","nationalparks-us","Grand-Canyon-Nationalpark","Grand Canyon National Park","Nationalpark in den Vereinigten Staaten","national park in Coconino and Mohave counties in Arizona, United States","36.05530","-112.12200","","US","0"
"nationalparks-us:Q222695","nationalparks-us","Grand-Teton-Nationalpark","Grand Teton National Park","Nationalpark in den Vereinigten Staaten","United States National Park in northwestern Wyoming","43.83333","-110.70083","","US","0"
"nationalparks-us:Q1137657","nationalparks-us","Great-Basin-Nationalpark","Great Basin National Park","Nationalpark in den Vereinigten Staaten","United States National Park in White Pine County, Nevada, United States","39.00580","-114.21970","","US","0"
"nationalparks-us:Q609097","nationalparks-us","Great-Sand-Dunes-Nationalpark","Great Sand Dunes National Park and Preserve","Nationalpark in den Vereinigten Staaten","national park in Alamosa and Saguache counties in Colorado, United States","37.83361","-105.49670","","US","0"
